Identifiant;Type Objet;Modèle;N° Voie Pair;N° Voie Impair;Voie;Commune;Disponibilité;Début Indisponibilité;Fin Indisponibilité;Motif Indisponibilité;geo_shape;geo_point_2d
450071295;FONTAINE_TOTEM;Fontaine Totem;;;QUAI DES CELESTINS;PARIS 4EME ARRONDISSEMENT;NON;2020-12-22T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.360703174165035, 48.8520752386812]}";48.8520752387,2.36070317417
450071384;FONTAINE_TOTEM;Fontaine Totem;;9F;QUAI ANATOLE FRANCE;PARIS 7EME ARRONDISSEMENT;NON;2020-12-14T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.324942182269318, 48.861005938037934]}";48.861005938,2.32494218227
450019270;FONTNE_WALLACE;Caryatides;2S;;AVENUE DES CHAMPS ELYSEES;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.31969448583183, 48.86623786295298]}";48.866237863,2.31969448583
450019282;FONTNE_WALLACE;Caryatides;4F;;PLACE GUSTAVE TOUDOUZE;PARIS 9EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.33725119367375, 48.879518566417495]}";48.8795185664,2.33725119367
450019291;FONTNE_WALLACE;Caryatides;2F;;AVENUE DU TRONE;PARIS 12EME ARRONDISSEMENT;NON;2021-02-16T01:00:00+00:00;;APP A REPARER;"{""type"": ""Point"", ""coordinates"": [2.399263660459304, 48.8478887465689]}";48.8478887466,2.39926366046
450024973;FONTNE_WALLACE;Caryatides;178F;;RUE JEANNE D ARC;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.357319326203509, 48.83797648349899]}";48.8379764835,2.3573193262
450070383;FONTNE_WALLACE;Caryatides;30F;;AVENUE LAMORICIERE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.412649858428464, 48.846079692651415]}";48.8460796927,2.41264985843
450024928;FONTNE_WALLACE;Caryatides;4F;;PLACE DU GENERAL BEURET;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.303075282353824, 48.84188379345311]}";48.8418837935,2.30307528235
450077704;FONTAINE_BOIS;;;;;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.318831905244665, 48.89860803722129]}";48.8986080372,2.31883190524
450024989;BORNE_FONTAINE;GHM Ville de Paris;136;;RUE DE L UNIVERSITE;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.312003140693081, 48.861226066136446]}";48.8612260661,2.31200314069
450080731;BORNE_FONTAINE;GHM Ville de Paris;;;BOULEVARD VOLTAIRE;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.373719939443544, 48.860513031881034]}";48.8605130319,2.37371993944
450080519;BORNE_FONTAINE;GHM Ville de Paris;;53F;RUE SAINT BLAISE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.407926849331417, 48.85746019926778]}";48.8574601993,2.40792684933
450073002;FONTAINE_ARCEAU;Fontaine Arceau;70;;RUE DE TOCQUEVILLE;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.310695390639144, 48.885197622101956]}";48.8851976221,2.31069539064
450072955;FONTAINE_ARCEAU;Fontaine Arceau;;29;PLACE MOHAMMED V;PARIS 5EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.356655446816701, 48.84926965457555]}";48.8492696546,2.35665544682
450080583;FONTAINE_ARCEAU;Fontaine Arceau;;23;RUE DU CHEMIN VERT;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.372709462826152, 48.858461789912035]}";48.8584617899,2.37270946283
450025182;FONTAINE_BOIS;Wallace Bois;;;ROUTE DE LA CASCADE;PARIS 12EME ARRONDISSEMENT;NON;2020-11-18T01:00:00+00:00;2021-03-31T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.460659138520173, 48.83848009171254]}";48.8384800917,2.46065913852
450025201;FONTAINE_BOIS;Wallace Bois;;;ROUTE CIRCULAIRE LAC MINIMES;PARIS 12EME ARRONDISSEMENT;NON;2020-11-18T01:00:00+00:00;2021-03-31T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.461142641176846, 48.83410580204465]}";48.834105802,2.46114264118
450072309;FONTAINE_BOIS;Bayard D1;;;JARDIN DE L ABBE LEMIRE;PARIS 14EME ARRONDISSEMENT;NON;2020-12-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.315238018292094, 48.83558883761193]}";48.8355888376,2.31523801829
450072348;FONTAINE_BOIS;Particulier;94;;RUE D ALLERAY;PARIS 15EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.308491274782551, 48.83576838682284]}";48.8357683868,2.30849127478
450072238;FONTAINE_BOIS;Santa Cole Atlantida;22;;RUE THOMAS MANN;PARIS 13EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.379551820221953, 48.82999177887769]}";48.8299917789,2.37955182022
450072444;FONTAINE_BOIS;GHM Bois;;;SQUARE JEROME BELLAT;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.294349386524903, 48.886150869431106]}";48.8861508694,2.29434938652
450071819;FONTAINE_BOIS;Bayard BF3;;;PLACE ANDRE HONNORAT;PARIS 6EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.337027996275698, 48.844133322315884]}";48.8441333223,2.33702799628
450071834;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE D AJACCIO;PARIS 7EME ARRONDISSEMENT;NON;2020-12-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.314611882285328, 48.85764995237582]}";48.8576499524,2.31461188229
450072225;FONTAINE_BOIS;GHM Bois;;;PARC DE CHOISY;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.359326969377321, 48.82792404708539]}";48.8279240471,2.35932696938
450072228;FONTAINE_BOIS;Particulier;;93;RUE DU CHATEAU DES RENTIERS;PARIS 13EME ARRONDISSEMENT;NON;2020-06-18T02:00:00+00:00;;APP A REPARER;"{""type"": ""Point"", ""coordinates"": [2.3674868889908742, 48.82752021868548]}";48.8275202187,2.36748688899
450071929;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;91F;QUAI DE VALMY;PARIS 10EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.363376911183154, 48.87366321720343]}";48.8736632172,2.36337691118
450071932;FONTAINE_BOIS;GHM Bois;162F;;QUAI DE JEMMAPES;PARIS 10EME ARRONDISSEMENT;NON;2021-02-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.366415427753152, 48.87828089660586]}";48.8782808966,2.36641542775
450072432;FONTAINE_BOIS;GHM Bois;;;AVENUE EDOUARD VAILLANT;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.255179816287923, 48.83558102725832]}";48.8355810273,2.25517981629
450072464;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;145 FACE;RUE CARDINET;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.315586293075625, 48.887940516003646]}";48.887940516,2.31558629308
450072628;FONTAINE_BOIS;Bayard BF3;;;JARDIN SAMUEL DE CHAMPLAIN;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.392262391262186, 48.86393168187935]}";48.8639316819,2.39226239126
450072409;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PLACE DES ETATS UNIS;PARIS 16EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.294684210560234, 48.86780511482545]}";48.8678051148,2.29468421056
450072288;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;FACE 25;RUE GAZAN;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.340119167686856, 48.82260511555404]}";48.8226051156,2.34011916769
450071752;FONTAINE_BOIS;GHM Bois;5F;;BOULEVARD HENRI IV;PARIS 4EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;;"{""type"": ""Point"", ""coordinates"": [2.3597939274870052, 48.85018370412515]}";48.8501837041,2.35979392749
450072492;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE DE JESSAINT;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.358665215265484, 48.88473787757384]}";48.8847378776,2.35866521527
450072460;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;165F;BOULEVARD PEREIRE;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.293858653821382, 48.88314034872579]}";48.8831403487,2.29385865382
450072205;FONTAINE_BOIS;Salamandre;;;SQUARE PAUL GRIMAULT;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.348324952074419, 48.82301262058872]}";48.8230126206,2.34832495207
450072635;FONTAINE_BOIS;Bayard BF3;;11;RUE DES MARONITES;PARIS 20EME ARRONDISSEMENT;NON;2019-09-18T02:00:00+00:00;;FERME DEMANDE TIERS;"{""type"": ""Point"", ""coordinates"": [2.383702976971362, 48.86825229836836]}";48.8682522984,2.38370297697
450070454;FONTAINE_BOIS;Ville de Paris Bois;;;ALLEE SAINT DENIS;PARIS 16EME ARRONDISSEMENT;NON;2020-11-18T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.242920370815831, 48.84900387393501]}";48.8490038739,2.24292037082
450070459;FONTAINE_BOIS;Ville de Paris Bois;;;ALLEE DE L ESPERANCE;PARIS 16EME ARRONDISSEMENT;NON;2020-11-18T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.237847762057381, 48.850966924961526]}";48.850966925,2.23784776206
450072500;FONTAINE_BOIS;GHM Bois;6F;;IMPASSE DE LA DEFENSE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.327115248466744, 48.88530666870366]}";48.8853066687,2.32711524847
450077654;FONTAINE_BOIS;Ville de Paris Bois;;;AVENUE DES MARRONNIERS;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.284785734263237, 48.86212208747988]}";48.8621220875,2.28478573426
450077675;FONTAINE_BOIS;;;;AVENUE PRINCIPALE;PARIS 20EME ARRONDISSEMENT;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.399393390944643, 48.87454820467019]}";48.8745482047,2.39939339094
450077680;FONTAINE_BOIS;;;;RUE GOUBET;PARIS 19EME ARRONDISSEMENT;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.38987934845934, 48.885075114206444]}";48.8850751142,2.38987934846
450077687;FONTAINE_BOIS;;;;AVENUE RACHEL;PARIS 18EME ARRONDISSEMENT;NON;2020-11-27T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.332557413388106, 48.886440362190136]}";48.8864403622,2.33255741339
450077689;FONTAINE_BOIS;;;;RUE CAULAINCOURT;PARIS 18EME ARRONDISSEMENT;NON;2020-11-27T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.331205665177323, 48.88559080080687]}";48.8855908008,2.33120566518
450077735;FONTAINE_BOIS;;;;AVENUE DE L OUEST;PARIS 20EME ARRONDISSEMENT;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.388008338093729, 48.86254339910087]}";48.8625433991,2.38800833809
450077742;FONTAINE_BOIS;;;;AVENUE TRANSVERSALE 1;PARIS 20EME ARRONDISSEMENT;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.395640261268051, 48.86019715523068]}";48.8601971552,2.39564026127
450077155;FONTAINE_BOIS;Bayard D1;;;RUE ANDRE GIDE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.313107621395069, 48.83790387687787]}";48.8379038769,2.3131076214
450077757;FONTAINE_BOIS;;;;AVENUE DU BOULEVARD;PARIS 20EME ARRONDISSEMENT;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.388279269233469, 48.86189903686154]}";48.8618990369,2.38827926923
450077161;FONTAINE_BOIS;GHM Bois;;;RUE RIQUET;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.363645135756634, 48.88981612552855]}";48.8898161255,2.36364513576
450077436;FONTAINE_BOIS;Ville de Paris Bois;;;SQUARE DE LA PHOTO HIPPIQUE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.261075000618966, 48.867337072746885]}";48.8673370727,2.26107500062
450077479;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE DES GRANDS MOULINS;PARIS 13EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.379174528929028, 48.82901325206717]}";48.8290132521,2.37917452893
450077515;FONTAINE_BOIS;GHM Bois;;;AVENUE DU GENERAL SAN MARTIN;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.380765476771276, 48.87787338297298]}";48.877873383,2.38076547677
450080127;FONTAINE_BOIS;Santa Cole Atlantida;;;IMPASSE BONNE NOUVELLE;PARIS 10EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.350573043830073, 48.87115718449074]}";48.8711571845,2.35057304383
450080302;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.312497462537828, 48.80777115532952]}";48.8077711553,2.31249746254
450080313;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.306395812133001, 48.80771160177088]}";48.8077116018,2.30639581213
450080777;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE DU PRE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.363887596292705, 48.896742696343026]}";48.8967426963,2.36388759629
450080161;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.379286370185998, 48.76225719114114]}";48.7622571911,2.37928637019
450080184;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-03-10T01:00:00+00:00;;FERME DEMANDE TIERS;"{""type"": ""Point"", ""coordinates"": [2.377332373309529, 48.76286248503596]}";48.762862485,2.37733237331
450080186;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.376521036715982, 48.7588928290638]}";48.7588928291,2.37652103672
450080285;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2020-11-26T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.366503201560202, 48.81178535608104]}";48.8117853561,2.36650320156
450080208;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.344629737752959, 48.90942741026871]}";48.9094274103,2.34462973775
450071263;FONTAINE_TOTEM;Fontaine Totem;2T;;QUAI DE LA MEGISSERIE;PARIS 1ER ARRONDISSEMENT;NON;2021-02-24T01:00:00+00:00;2021-06-30T02:00:00+00:00;ARRET EAU;"{""type"": ""Point"", ""coordinates"": [2.345531004786527, 48.85743765191354]}";48.8574376519,2.34553100479
450019331;FONTNE_WALLACE;Caryatides;122F;;RUE DE CHARENTON;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.379322197619331, 48.84629830028163]}";48.8462983003,2.37932219762
450024951;FONTNE_WALLACE;Caryatides;;9F;RUE FRERES ASTIER LA VIGERIE;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.363050409252819, 48.82405354004808]}";48.82405354,2.36305040925
450024953;FONTNE_WALLACE;Caryatides;2;;PLACE DENFERT ROCHEREAU;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.332157248014898, 48.83460050691834]}";48.8346005069,2.33215724801
450019297;FONTNE_WALLACE;Caryatides;;113F;BOULEVARD DE SEBASTOPOL;PARIS 3EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.353171948390871, 48.86715948969421]}";48.8671594897,2.35317194839
450070387;FONTNE_WALLACE;Caryatides;58F;;RUE DE DOMREMY;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.369446013276908, 48.8283165719494]}";48.8283165719,2.36944601328
450070539;FONTNE_WALLACE;Caryatides;66F;;RUE DU VOLGA;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.404096749012821, 48.85224201837197]}";48.8522420184,2.40409674901
450019273;FONTNE_WALLACE;Caryatides;112;;AVENUE DE VILLIERS;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.298283589813515, 48.884895271236736]}";48.8848952712,2.29828358981
450080629;FTNE_PETILLANTE;Fontaine pétillante;;;RUE MANIN;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.382714250242887, 48.88235616705018]}";48.8823561671,2.38271425024
450080487;FTNE_PETILLANTE;Fontaine pétillante;1;1;PLACE LEON BLUM;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.379584656525218, 48.85879049365507]}";48.8587904937,2.37958465653
450024988;BORNE_FONTAINE;Murale Ecoulement Permanent;2;;RUE ROLLIN;PARIS 5EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.352067415231106, 48.844530131361594]}";48.8445301314,2.35206741523
450073015;FONTAINE_ARCEAU;Fontaine Arceau;36F;;RUE DE PALI KAO;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.382372589597415, 48.870600679195874]}";48.8706006792,2.3823725896
450072974;FONTAINE_ARCEAU;Fontaine Arceau;;79F;QUAI DE VALMY;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.364155657858571, 48.872221189497616]}";48.8722211895,2.36415565786
450080469;FONTAINE_ARCEAU;Fontaine Arceau;4;;PLACE DE LA NATION;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.394755914721245, 48.84794650541169]}";48.8479465054,2.39475591472
450080633;FONTAINE_ARCEAU;Fontaine Arceau;;3;RUE CESARIA EVORA;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.379913783813215, 48.8980237763739]}";48.8980237764,2.37991378381
450025532;FONTAINE_BOIS;Wallace Bois;;;AVENUE DE GRAVELLE;PARIS 12EME ARRONDISSEMENT;NON;2020-11-19T01:00:00+00:00;2021-03-31T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.419160979757776, 48.82428093707707]}";48.8242809371,2.41916097976
450025525;FONTAINE_BOIS;Wallace Bois;;;ROUTE SAINT LOUIS;PARIS 12EME ARRONDISSEMENT;NON;2020-11-19T01:00:00+00:00;2021-03-31T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.42564605912976, 48.82717561982892]}";48.8271756198,2.42564605913
450025561;FONTAINE_BOIS;Wallace Bois;;;ROUTE CEINTURE LAC DAUMESNIL;PARIS 12EME ARRONDISSEMENT;NON;2020-11-19T01:00:00+00:00;2021-03-31T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.408964100773883, 48.831186565233274]}";48.8311865652,2.40896410077
450025427;FONTAINE_BOIS;Wallace Bois;54 FACE;;CHAUSSEE CHAUSSEE DE L ETANG;SAINT-MANDE;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.420102145692839, 48.840884377787724]}";48.8408843778,2.42010214569
450072307;FONTAINE_BOIS;Particulier;;17;RUE PAULY;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.313250399762129, 48.83052520202815]}";48.830525202,2.31325039976
450072182;FONTAINE_BOIS;GHM Bois;;21;RUE ROTTEMBOURG;PARIS 12EME ARRONDISSEMENT;NON;2020-12-11T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.406491080256913, 48.83880394149128]}";48.8388039415,2.40649108026
450072296;FONTAINE_BOIS;Particulier;;;SQUARE AUGUSTE RENOIR;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.307890283573299, 48.828595885419254]}";48.8285958854,2.30789028357
450072301;FONTAINE_BOIS;Bayard D1;;27F;RUE JACQUIER;PARIS 14EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;APP SUR CHANTIER;"{""type"": ""Point"", ""coordinates"": [2.316887832588773, 48.830193082242275]}";48.8301930822,2.31688783259
450072170;FONTAINE_BOIS;GHM Bois;;;PARC DE BERCY;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.381566255016339, 48.83533832959865]}";48.8353383296,2.38156625502
450072078;FONTAINE_BOIS;Ville de Paris Bois;;;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T01:00:00+00:00;2021-04-13T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.247044905132052, 48.86876057923969]}";48.8687605792,2.24704490513
450072208;FONTAINE_BOIS;GHM Bois;;;SQUARE LOUIS SAY;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.36132330638952, 48.831378613927974]}";48.8313786139,2.36132330639
450072242;FONTAINE_BOIS;GHM Bois;;;SQUARE HELOISE ET ABELARD;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.369797259417765, 48.83104356140474]}";48.8310435614,2.36979725942
450072248;FONTAINE_BOIS;GHM Bois;;;RUE THOMIRE;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.34785439438578, 48.819338116627264]}";48.8193381166,2.34785439439
450072529;FONTAINE_BOIS;Particulier;40F;;RUE D AUBERVILLIERS;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.365933328320708, 48.88607499222949]}";48.8860749922,2.36593332832
450072530;FONTAINE_BOIS;Particulier;44F;;RUE D AUBERVILLIERS;PARIS 18EME ARRONDISSEMENT;NON;2019-03-28T01:00:00+00:00;;FERME DEMANDE TIERS;"{""type"": ""Point"", ""coordinates"": [2.366383873934528, 48.886632273831154]}";48.8866322738,2.36638387393
450072074;FONTAINE_BOIS;Ville de Paris Bois;;;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T01:00:00+00:00;2021-04-13T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.244899832383492, 48.86875362731313]}";48.8687536273,2.24489983238
450071927;FONTAINE_BOIS;GHM Bois;;;SQUARE ARISTIDE CAVAILLE COLL;PARIS 10EME ARRONDISSEMENT;NON;2021-02-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.3515191325775833, 48.87821346391605]}";48.8782134639,2.35151913258
