Identifiant;Type Objet;Modèle;N° Voie Pair;N° Voie Impair;Voie;Commune;Disponibilité;Début Indisponibilité;Fin Indisponibilité;Motif Indisponibilité;geo_shape;geo_point_2d
450072229;FONTAINE_BOIS;Particulier;;43;RUE GANDON;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.363006362152599, 48.82057576595521]}";48.820575766,2.36300636215
450072538;FONTAINE_BOIS;GHM Bois;;7;RUE DE LA BONNE;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.343528582320956, 48.88811785602116]}";48.888117856,2.34352858232
450071934;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE SAINT LAURENT;PARIS 10EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.357955576396199, 48.87464938057366]}";48.8746493806,2.3579555764
450072149;FONTAINE_BOIS;GHM Bois;;;SQUARE DES JARDINIERS;PARIS 11EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.390651912087133, 48.85210040012777]}";48.8521004001,2.39065191209
450072159;FONTAINE_BOIS;GHM Bois;;;SQUARE PIERRE JOSEPH REDOUTE;PARIS 11EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.387949765551491, 48.85490612685749]}";48.8549061269,2.38794976555
450072258;FONTAINE_BOIS;Particulier;;;RUE DU MOULINET;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.353827648696391, 48.82692164179274]}";48.8269216418,2.3538276487
450072627;FONTAINE_BOIS;GHM Bois;;;RUE D EUPATORIA;PARIS 20EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.388145007035095, 48.868945382229285]}";48.8689453822,2.38814500704
450072279;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE CLAUDE NICOLAS LEDOUX;PARIS 14EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.331289330984769, 48.834330689512065]}";48.8343306895,2.33128933098
450071754;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PLACE DES VOSGES;PARIS 4EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;;"{""type"": ""Point"", ""coordinates"": [2.365438202408889, 48.85578603593997]}";48.8557860359,2.36543820241
450071755;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PLACE DES VOSGES;PARIS 4EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.365769734472097, 48.855734818261666]}";48.8557348183,2.36576973447
450072449;FONTAINE_BOIS;GHM Bois;224;;RUE DE COURCELLES;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.294176071736591, 48.88873109806868]}";48.8887310981,2.29417607174
450072476;FONTAINE_BOIS;Santa Cole Atlantida;;;PARC CLICHY BATIGNOLLES MARTIN LUTHER KING;PARIS 17EME ARRONDISSEMENT;NON;2021-02-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.314800129141729, 48.89145100377391]}";48.8914510038,2.31480012914
450071883;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.307495586811913, 48.878361285389325]}";48.8783612854,2.30749558681
450072645;FONTAINE_BOIS;GHM Bois;58;;RUE DE LAGNY;PARIS 20EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.404720096071713, 48.848719093501614]}";48.8487190935,2.40472009607
450070468;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DES TRIBUNES;PARIS 16EME ARRONDISSEMENT;NON;2020-11-18T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.23331228011322, 48.86400029024862]}";48.8640002902,2.23331228011
450071732;FONTAINE_BOIS;GHM Bois;;;JARDIN DE L HOTEL SALE;PARIS 3EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.361375391256717, 48.86016034442325]}";48.8601603444,2.36137539126
450077560;FONTAINE_BOIS;;;;RUE DU DEPARTEMENT;PARIS 18EME ARRONDISSEMENT;NON;2021-02-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.361780599587279, 48.88678541712893]}";48.8867854171,2.36178059959
450077671;FONTAINE_BOIS;Bayard BF3;;;RUE BALTARD;PARIS 1ER ARRONDISSEMENT;NON;2020-08-25T02:00:00+00:00;;APP SIGNALE;"{""type"": ""Point"", ""coordinates"": [2.346052975521783, 48.862140739886996]}";48.8621407399,2.34605297552
450077678;FONTAINE_BOIS;;;;RUE D HAUTPOUL;PARIS 19EME ARRONDISSEMENT;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.387518171364566, 48.88448698275579]}";48.8844869828,2.38751817136
450077684;FONTAINE_BOIS;;;;PLACE NATTIER;PARIS 18EME ARRONDISSEMENT;NON;2020-11-27T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.330355301119455, 48.88897617362475]}";48.8889761736,2.33035530112
450077724;FONTAINE_BOIS;;;;RUE LEOPOLD ROBERT;PARIS 14EME ARRONDISSEMENT;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.3292958259629613, 48.8393309922643]}";48.8393309923,2.32929582596
450077733;FONTAINE_BOIS;;;;RUE THEODORE HAMONT;PARIS 12EME ARRONDISSEMENT;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.396806980809707, 48.832555121926696]}";48.8325551219,2.39680698081
450077165;FONTAINE_BOIS;Particulier;;;RUE DU CHEMIN DE FER;PARIS 19EME ARRONDISSEMENT;NON;2018-04-05T02:00:00+00:00;;FERME DEMANDE TIERS;"{""type"": ""Point"", ""coordinates"": [2.3893567665022513, 48.900089856200154]}";48.9000898562,2.3893567665
450077416;FONTAINE_BOIS;Ville de Paris Bois;;;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T01:00:00+00:00;2021-04-13T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.250165755658633, 48.87351714039138]}";48.8735171404,2.25016575566
450077437;FONTAINE_BOIS;Ville de Paris Bois;;;CHEMIN DE LA CROIX CATELAN;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T01:00:00+00:00;2021-04-13T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.254215865344855, 48.86457940624822]}";48.8645794062,2.25421586534
450077492;FONTAINE_BOIS;Bayard BF3;;;BOULEVARD PEREIRE;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.28936991828832, 48.88080993933728]}";48.8808099393,2.28936991829
450077507;FONTAINE_BOIS;Particulier;;;RUE DE CAMBRAI;PARIS 19EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.377832864801023, 48.89549136828348]}";48.8954913683,2.3778328648
450077533;FONTAINE_BOIS;GHM Bois;;;RUE PIAT;PARIS 20EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.384870720299323, 48.87150833462734]}";48.8715083346,2.3848707203
450080496;FONTAINE_BOIS;GHM Bois;;;SQUARE PAUL PARAY;PARIS 17EME ARRONDISSEMENT;NON;2021-02-19T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERME DEMANDE TIERS;"{""type"": ""Point"", ""coordinates"": [2.308260850622908, 48.889706134429645]}";48.8897061344,2.30826085062
450080241;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.4136874410992792, 48.90977828022547]}";48.9097782802,2.4136874411
450080243;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.409677839401933, 48.90218333426307]}";48.9021833343,2.4096778394
450080248;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.4087379729405303, 48.90257661178167]}";48.9025766118,2.40873797294
450080301;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.313652987792201, 48.808919309192305]}";48.8089193092,2.31365298779
450080305;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.305128340552336, 48.8051590178509]}";48.8051590179,2.30512834055
450080774;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE DU PRE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.363291981081005, 48.8964714922914]}";48.8964714923,2.36329198108
450080180;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.374361297016444, 48.75824711724647]}";48.7582471172,2.37436129702
450080256;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.416122945989302, 48.9033110923066]}";48.9033110923,2.41612294599
450080262;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.405057210490426, 48.90772013977324]}";48.9077201398,2.40505721049
450080197;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.375215918158327, 48.7648542611971]}";48.7648542612,2.37521591816
450071360;FONTAINE_TOTEM;Fontaine Totem;;49F;QUAI D ORSAY;PARIS 7EME ARRONDISSEMENT;NON;2020-12-14T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.309420012325649, 48.862948948664425]}";48.8629489487,2.30942001233
450019317;FONTNE_WALLACE;Caryatides;;29F;BOULEVARD DE MENILMONTANT;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.388932379586632, 48.86027365663439]}";48.8602736566,2.38893237959
450024957;FONTNE_WALLACE;Caryatides;24F;;RUE VAVIN;PARIS 6EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.330293583429415, 48.8436812856094]}";48.8436812856,2.33029358343
450024958;FONTNE_WALLACE;Caryatides;;57F;QUAI DES GRANDS AUGUSTINS;PARIS 6EME ARRONDISSEMENT;NON;2020-08-27T02:00:00+00:00;;APP A REPARER;"{""type"": ""Point"", ""coordinates"": [2.340650988099219, 48.856095833361145]}";48.8560958334,2.3406509881
450019316;FONTNE_WALLACE;Caryatides;2;;PASSAGE DU PONT AUX BICHES;PARIS 3EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.358576812400794, 48.86749988354146]}";48.8674998835,2.3585768124
450071165;FONTNE_WALLACE;Caryatides;;1;RUE BEAUNIER;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.331526251070615, 48.823782718094925]}";48.8237827181,2.33152625107
450019314;FONTNE_WALLACE;Caryatides;;125F;RUE DE MEAUX;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.3794374044726903, 48.88473564961086]}";48.8847356496,2.37943740447
450080677;FONTNE_WALLACE;Caryatides;;;PLACE MICHEL PETRUCCIANI;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.344401900152695, 48.89451860068844]}";48.8945186007,2.34440190015
450080639;FONTNE_WALLACE;Caryatides;;;RUE JEAN VARENNE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.335285092967693, 48.89799416106239]}";48.8979941611,2.33528509297
450071663;FTNE_PETILLANTE;Fontaine pétillante;;33F;QUAI ANATOLE FRANCE;PARIS 7EME ARRONDISSEMENT;NON;2020-12-14T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.319749254229415, 48.862628633272074]}";48.8626286333,2.31974925423
450073014;FTNE_PETILLANTE;Fontaine pétillante;;;RUE DULAURE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.409760027702165, 48.86625251483257]}";48.8662525148,2.4097600277
450019347;BORNE_FONTAINE;BF Bayard;;9;RUE FRANCIS DE CROISSET;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.3455986499499613, 48.899433909287595]}";48.8994339093,2.34559864995
450072498;FONTAINE_ARCEAU;Fontaine Arceau;;;PLACE FRANCOISE DORLEAC;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.337363770712923, 48.90004205097519]}";48.900042051,2.33736377071
450072935;FONTAINE_ARCEAU;Fontaine Arceau;;3;RUE DES PETITS PERES;PARIS 2EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.340577565167345, 48.86631073571219]}";48.8663107357,2.34057756517
450080476;FONTAINE_ARCEAU;Fontaine Arceau;;113;RUE REGNAULT;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.3676397307194073, 48.82264050486304]}";48.8226405049,2.36763973072
450025581;FONTAINE_BOIS;Wallace Bois;;;ILE DE REUILLY;PARIS 12EME ARRONDISSEMENT;NON;2020-11-19T01:00:00+00:00;2021-03-31T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.415339693026967, 48.83013559330253]}";48.8301355933,2.41533969303
450025437;FONTAINE_BOIS;Wallace Bois;;;ROUTE DE LA TOURELLE;PARIS 12EME ARRONDISSEMENT;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.424106842309544, 48.84191891929009]}";48.8419189193,2.42410684231
450071494;FONTAINE_BOIS;Particulier;22F;;RUE BOY ZELENSKI;PARIS 10EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.368228299058979, 48.87770693581463]}";48.8777069358,2.36822829906
450072169;FONTAINE_BOIS;GHM Bois;;;PARC DE BERCY;PARIS 12EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.382144517089449, 48.83615224061479]}";48.8361522406,2.38214451709
450071836;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE SANTIAGO DU CHILI;PARIS 7EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.310913595812904, 48.85757881852029]}";48.8575788185,2.31091359581
450072532;FONTAINE_BOIS;Particulier;70F;;RUE D AUBERVILLIERS;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.366368808453312, 48.888509497413246]}";48.8885094974,2.36636880845
450071926;FONTAINE_BOIS;GHM Bois;;;SQUARE ARISTIDE CAVAILLE COLL;PARIS 10EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.351918746132497, 48.87816153570552]}";48.8781615357,2.35191874613
450072152;FONTAINE_BOIS;Bayard D1;;11;CITE DE PHALSBOURG;PARIS 11EME ARRONDISSEMENT;NON;2021-02-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.385418321658521, 48.855807106340706]}";48.8558071063,2.38541832166
450072426;FONTAINE_BOIS;GHM Bois;;;PARC SAINTE PERINE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.269169774128076, 48.84423874697873]}";48.844238747,2.26916977413
450072405;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;AVENUE DU PRESIDENT KENNEDY;PARIS 16EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.288971096543856, 48.859291332831006]}";48.8592913328,2.28897109654
450072189;FONTAINE_BOIS;GHM Bois;;1F;RUE ANTOINE VOLLON;PARIS 12EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.376773319818045, 48.8502667677118]}";48.8502667677,2.37677331982
450072283;FONTAINE_BOIS;GHM Bois;;;SQUARE DU SERMENT DE KOUFRA;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.323471063518862, 48.82199775765574]}";48.8219977577,2.32347106352
450072137;FONTAINE_BOIS;Particulier;;11;RUE JULES VERNE;PARIS 11EME ARRONDISSEMENT;NON;2020-12-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.3748998241197983, 48.870623020877304]}";48.8706230209,2.37489982412
450072140;FONTAINE_BOIS;GHM Bois;;11F;AVENUE JEAN AICARD;PARIS 11EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.381164092318885, 48.865410708691336]}";48.8654107087,2.38116409232
450072144;FONTAINE_BOIS;GHM Bois;;25F;RUE DE LA FOLIE REGNAULT;PARIS 11EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.387970710106479, 48.85743790474571]}";48.8574379047,2.38797071011
450072271;FONTAINE_BOIS;Particulier;;1;RUE JULIA BARTET;PARIS 14EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.303767596274124, 48.82614338754897]}";48.8261433875,2.30376759627
450072474;FONTAINE_BOIS;Santa Cole Atlantida;;;PARC CLICHY BATIGNOLLES MARTIN LUTHER KING;PARIS 17EME ARRONDISSEMENT;NON;2021-02-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.315575894326498, 48.89026231965809]}";48.8902623197,2.31557589433
450072545;FONTAINE_BOIS;GHM Bois;;;RUE GINETTE NEVEU;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.345315971272059, 48.89997193008548]}";48.8999719301,2.34531597127
450071860;FONTAINE_BOIS;GHM Bois;;;JARDIN DES CHAMPS ELYSEES;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.315975210421046, 48.86810904128194]}";48.8681090413,2.31597521042
450072202;FONTAINE_BOIS;Bayard D1;;;PASSAGE BRULON;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.380522405603037, 48.84966622562649]}";48.8496662256,2.3805224056
450072567;FONTAINE_BOIS;GHM Bois;;7F;RUE JACQUES DUCHESNE;PARIS 19EME ARRONDISSEMENT;NON;2021-02-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.374949069649078, 48.89912592357974]}";48.8991259236,2.37494906965
450070523;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE LA PORTE DES SABLONS A LA PTE. MAILLOT;PARIS 16EME ARRONDISSEMENT;NON;2020-11-20T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.270047566404343, 48.87726577211342]}";48.8772657721,2.2700475664
450070525;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE LA PORTE SAINT JAMES;PARIS 16EME ARRONDISSEMENT;NON;2020-11-20T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.258709841556715, 48.8772471594148]}";48.8772471594,2.25870984156
450071741;FONTAINE_BOIS;GHM Bois;4F;;RUE DU PARC ROYAL;PARIS 3EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.36364872383991, 48.858288476106594]}";48.8582884761,2.36364872384
450077090;FONTAINE_BOIS;Bayard BF3;;;AVENUE DE LA PORTE DE VANVES;PARIS 14EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.303655814363947, 48.82521027310582]}";48.8252102731,2.30365581436
450077662;FONTAINE_BOIS;Wallace Bois;;;LIEU DIT CARTOUCHERIE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.448646359641281, 48.83733600920065]}";48.8373360092,2.44864635964
450077721;FONTAINE_BOIS;;;;BOULEVARD EDGAR QUINET;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.326201462680433, 48.83839607338288]}";48.8383960734,2.32620146268
450077729;FONTAINE_BOIS;;;;AVENUE DU BOULEVARD;PARIS 14EME ARRONDISSEMENT;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.326544587422747, 48.84017917262193]}";48.8401791726,2.32654458742
450077756;FONTAINE_BOIS;;;;CHEMIN HAUTOY;PARIS 20EME ARRONDISSEMENT;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.390243836990715, 48.86150304771386]}";48.8615030477,2.39024383699
450077148;FONTAINE_BOIS;Particulier;;;QUAI ANDRE CITROEN;PARIS 15EME ARRONDISSEMENT;NON;2021-02-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.2734557990878352, 48.84186789248631]}";48.8418678925,2.27345579909
450077422;FONTAINE_BOIS;Ville de Paris Bois;;;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T01:00:00+00:00;2021-04-13T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.247912886996499, 48.872953035574334]}";48.8729530356,2.247912887
450077494;FONTAINE_BOIS;GHM Bois;;;RUE HELENE;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.324781134127622, 48.88639022879186]}";48.8863902288,2.32478113413
450077498;FONTAINE_BOIS;Santa Cole Atlantida;;;PASSAGE ROSE VALLAND;PARIS 17EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.317989731103451, 48.896986003692184]}";48.8969860037,2.3179897311
450080229;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.413615535439457, 48.90813057170792]}";48.9081305717,2.41361553544
450080655;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;90;;RUE DU CHERCHE MIDI;PARIS 6EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.322166538312027, 48.84772594966347]}";48.8477259497,2.32216653831
450080160;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.372583982048556, 48.76092356356011]}";48.7609235636,2.37258398205
